,synset_offset,lex_filenum,ss_type,w_cnt,word with lex_id,p_cnt,ptr,f_cnt,frame,gloss
6986,01407904,35,v,01,"[['drive', '3']]",008,"[['$', '01407722', 'v', '0000'], ['@', '01405044', 'v', '0000'], [';c', '00464894', 'n', '0000'], ['+', '00572489', 'n', '0101'], ['+', '10035314', 'n', '0101'], ['+', '03244047', 'n', '0101'], ['+', '00572489', 'n', '0102'], ['$', '01509584', 'v', '0000']]",1,"[['08', '00']]","with a driver, as in teeing off; ""drive a golf ball"""
6987,01408153,35,v,02,"[['hole', '1'], ['hole_out', '0']]",003,"[['@', '01405044', 'v', '0000'], [';c', '00464894', 'n', '0000'], ['+', '03526805', 'n', '0101']]",2,"[['02', '00'], ['08', '02']]",the ball into the hole
6988,01408297,35,v,02,"[['bunt', '1'], ['drag_a_bunt', '0']]",004,"[['@', '01405044', 'v', '0000'], [';c', '00471613', 'n', '0000'], ['+', '00128477', 'n', '0101'], ['+', '09880338', 'n', '0101']]",1,"[['02', '00']]",a ball in such a way so as to make it go a short distance
6989,01408489,35,v,01,"[['snick', '2']]",003,"[['@', '01405044', 'v', '0000'], [';c', '00476389', 'n', '0000'], ['+', '00128324', 'n', '0101']]",1,"[['08', '00']]",a glancing blow with the edge of the bat
6990,01408633,35,v,01,"[['racket', '0']]",003,"[['@', '01405044', 'v', '0000'], [';c', '00523513', 'n', '0000'], ['+', '04039381', 'n', '0101']]",1,"[['08', '00']]",(a ball) with a racket
6991,01408760,35,v,02,"[['dribble', '0'], ['carry', '8']]",005,"[['@', '01405044', 'v', '0000'], [';c', '00523513', 'n', '0000'], ['+', '00478647', 'n', '0101'], ['+', '10033888', 'n', '0101'], ['+', '00478647', 'n', '0102']]",2,"[['02', '00'], ['08', '00']]","""Carry the ball""; ""dribble the ball"""
6992,01408958,35,v,01,"[['slice', '2']]",005,"[['@', '01405044', 'v', '0000'], [';c', '00464894', 'n', '0000'], ['+', '00572043', 'n', '0101'], ['+', '10611729', 'n', '0101'], ['+', '00572043', 'n', '0103']]",2,"[['02', '00'], ['08', '00']]",a ball and put a spin on it so that it travels in a different direction
6993,01409177,35,v,01,"[['hook', '3']]",005,"[['@', '01405044', 'v', '0000'], [';c', '00464894', 'n', '0000'], ['+', '00572285', 'n', '0101'], ['+', '10184683', 'n', '0101'], ['+', '00572285', 'n', '0103']]",1,"[['08', '00']]",a ball and put a spin on it so that it travels to the left
6994,01409374,35,v,01,"[['single', '0']]",003,"[['@', '01405044', 'v', '0000'], [';c', '00471613', 'n', '0000'], ['+', '00132601', 'n', '0101']]",1,"[['02', '00']]","a single; ""the batter singled to left field"""
6995,01409523,35,v,01,"[['double', '0']]",003,"[['@', '01405044', 'v', '0000'], [';c', '00471613', 'n', '0000'], ['+', '00132756', 'n', '0101']]",1,"[['02', '00']]",a two-base hit
6996,01409642,35,v,01,"[['triple', '0']]",003,"[['@', '01405044', 'v', '0000'], [';c', '00471613', 'n', '0000'], ['+', '00132982', 'n', '0101']]",1,"[['02', '00']]",a three-base hit
6997,01409763,35,v,01,"[['fan', '1']]",002,"[['@', '01509280', 'v', '0000'], [';c', '00471613', 'n', '0000']]",2,"[['08', '00'], ['09', '00']]","out (a batter), (of a pitcher)"
6998,01409888,35,v,01,"[['whiff', '0']]",004,"[['@', '01509280', 'v', '0000'], [';c', '00471613', 'n', '0000'], ['+', '00130512', 'n', '0101'], ['+', '10775771', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]",out by swinging and missing the pitch charged as the third
6999,01410079,35,v,02,"[['sandbag', '0'], ['stun', '0']]",002,"[['@', '01400044', 'v', '0000'], ['+', '04134008', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]",something or somebody as if with a sandbag
7000,01410223,35,v,01,"[['strike', '0']]",027,"[['@', '01206218', 'v', '0000'], ['+', '07410021', 'n', '0102'], ['+', '10178216', 'n', '0102'], ['+', '04337740', 'n', '0101'], ['+', '00125629', 'n', '0103'], ['^', '01258302', 'v', '0103'], ['~', '01230555', 'v', '0000'], ['~', '01233027', 'v', '0000'], ['~', '01235769', 'v', '0000'], ['$', '01236164', 'v', '0000'], ['~', '01238640', 'v', '0000'], ['~', '01239862', 'v', '0000'], ['~', '01241490', 'v', '0000'], ['~', '01243474', 'v', '0000'], ['~', '01247804', 'v', '0000'], ['~', '01260428', 'v', '0000'], ['~', '01274254', 'v', '0000'], ['~', '01398032', 'v', '0000'], ['~', '01398919', 'v', '0000'], ['~', '01399576', 'v', '0000'], ['~', '01410946', 'v', '0000'], ['~', '01412759', 'v', '0000'], ['~', '01414288', 'v', '0000'], ['~', '01415454', 'v', '0000'], ['~', '01416871', 'v', '0000'], ['~', '01417257', 'v', '0000'], ['~', '01417705', 'v', '0000']]",5,"[['02', '00'], ['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","a sharp blow, as with the hand, fist, or weapon; ""The teacher struck the child""; ""the opponent refused to strike""; ""The boxer struck the attacker dead"""
7001,01410946,35,v,01,"[['sclaff', '1']]",003,"[['@', '01410223', 'v', '0000'], [';c', '00464894', 'n', '0000'], ['+', '00573775', 'n', '0101']]",1,"[['08', '00']]",(the ground) in making a sclaff
7002,01411085,35,v,08,"[['flog', '0'], ['welt', '0'], ['whip', '0'], ['lather', '1'], ['lash', '1'], ['slash', '2'], ['strap', '1'], ['trounce', '0']]",018,"[['@', '01397210', 'v', '0000'], ['+', '01160729', 'n', '0806'], ['+', '04332987', 'n', '0701'], ['+', '00134574', 'n', '0502'], ['+', '03643907', 'n', '0501'], ['+', '04577769', 'n', '0301'], ['+', '00134574', 'n', '0301'], ['+', '10684146', 'n', '0302'], ['+', '01163047', 'n', '0301'], ['+', '14298620', 'n', '0202'], ['+', '01163047', 'n', '0103'], ['~', '01398443', 'v', '0000'], ['~', '01398682', 'v', '0000'], ['~', '01398772', 'v', '0000'], ['~', '01411630', 'v', '0000'], ['~', '01411768', 'v', '0000'], ['~', '01411870', 'v', '0000'], ['~', '01411978', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","severely with a whip or rod; ""The teacher often flogged the students""; ""The children were severely trounced"""
7003,01411630,35,v,01,"[['switch', '3']]",003,"[['@', '01411085', 'v', '0000'], ['+', '04372171', 'n', '0101'], ['+', '10684146', 'n', '0101']]",1,"[['09', '00']]",with or as if with a flexible rod
7004,01411768,35,v,01,"[['cowhide', '0']]",002,"[['@', '01411085', 'v', '0000'], ['+', '03124313', 'n', '0101']]",1,"[['09', '00']]",with a cowhide
7005,01411870,35,v,01,"[['cat', '0']]",002,"[['@', '01411085', 'v', '0000'], ['+', '02985606', 'n', '0102']]",1,"[['09', '00']]",with a cat-o'-nine-tails
7006,01411978,35,v,01,"[['birch', '0']]",002,"[['@', '01411085', 'v', '0000'], ['+', '02842809', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]",with a birch twig
7007,01412089,35,v,01,"[['manhandle', '0']]",001,"[['@', '01210737', 'v', '0000']]",1,"[['09', '00']]","roughly; ""I was manhandled by the police"""
7008,01412204,35,v,04,"[['cane', '0'], ['flog', '1'], ['lambaste', '0'], ['lambast', '0']]",003,"[['@', '01397210', 'v', '0000'], ['+', '01163047', 'n', '0203'], ['+', '02949084', 'n', '0101']]",1,"[['09', '00']]",with a cane
7009,01412346,35,v,05,"[['deck', '0'], ['coldcock', '0'], ['dump', '0'], ['knock_down', '0'], ['floor', '0']]",004,"[['@', '01398919', 'v', '0000'], ['+', '09282208', 'n', '0501'], ['+', '03365592', 'n', '0501'], ['+', '00133981', 'n', '0401']]",1,"[['09', '00']]","down with force; ""He decked his opponent"""
7010,01412548,35,v,01,"[['whang', '1']]",002,"[['@', '01398919', 'v', '0000'], ['+', '00133338', 'n', '0105']]",1,"[['08', '00']]",with force
7011,01412644,35,v,01,"[['paste', '0']]",001,"[['@', '01398919', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","with the fists; ""He pasted his opponent"""
7012,01412759,35,v,01,"[['clout', '0']]",002,"[['@', '01410223', 'v', '0000'], ['+', '00134780', 'n', '0102']]",2,"[['08', '00'], ['09', '00']]","hard, especially with the fist; ""He clouted his attacker"""
7013,01412912,35,v,06,"[['cream', '3'], ['bat', '0'], ['clobber', '0'], ['drub', '0'], ['thrash', '2'], ['lick', '1']]",004,"[['$', '01416193', 'v', '0000'], ['@', '01101913', 'v', '0000'], ['+', '07476623', 'n', '0501'], ['+', '07476623', 'n', '0404']]",2,"[['08', '00'], ['09', '00']]","thoroughly and conclusively in a competition or fight; ""We licked the other team on Sunday!"""
7014,01413173,35,v,01,"[['bat', '1']]",009,"[['@', '01400044', 'v', '0000'], [';c', '00471613', 'n', '0000'], ['+', '04292414', 'n', '0103'], ['+', '02806379', 'n', '0101'], ['+', '09843956', 'n', '0101'], ['+', '00126584', 'n', '0101'], ['$', '01413436', 'v', '0000'], ['$', '01413561', 'v', '0000'], ['~', '01413719', 'v', '0000']]",1,"[['08', '00']]","with, or as if with a baseball bat; ""bat the ball"""
7015,01413436,35,v,01,"[['bat', '2']]",003,"[['$', '01413173', 'v', '0000'], ['@', '01400044', 'v', '0000'], [';c', '00471613', 'n', '0000']]",1,"[['02', '00']]","a bat; ""Who's batting?"""
7016,01413561,35,v,01,"[['bat', '3']]",003,"[['$', '01413173', 'v', '0000'], ['@', '01400044', 'v', '0000'], [';c', '00471613', 'n', '0000']]",1,"[['02', '00']]","a turn at bat; ""Jones bats first, followed by Martinez"""
7017,01413719,35,v,01,"[['switch-hit', '0']]",003,"[['@', '01413173', 'v', '0000'], [';c', '00471613', 'n', '0000'], ['+', '10684311', 'n', '0101']]",2,"[['02', '00'], ['08', '00']]",right-handed against a left-handed and left-handed against a right-handed pitcher
7018,01413917,35,v,01,"[['cut', '7']]",002,"[['@', '01400044', 'v', '0000'], [';c', '00523513', 'n', '0000']]",1,"[['08', '00']]","(a ball) with a spin so that it turns in the opposite direction; ""cut a Ping-Pong ball"""
7019,01414088,35,v,03,"[['knock_cold', '0'], ['knock_out', '0'], ['kayo', '0']]",002,"[['@', '01397210', 'v', '0000'], ['+', '00134099', 'n', '0201']]",1,"[['09', '00']]","unconscious or senseless; ""the boxing champion knocked out his opponent in a few seconds"""
7020,01414288,35,v,02,"[['rap', '0'], ['knap', '0']]",004,"[['@', '01410223', 'v', '0000'], ['+', '00133338', 'n', '0103'], ['+', '07410021', 'n', '0101'], ['~', '01414467', 'v', '0000']]",3,"[['08', '00'], ['21', '00'], ['22', '00']]","sharply; ""rap him on the knuckles"""
7021,01414467,35,v,01,"[['knock', '1']]",004,"[['@', '01414288', 'v', '0000'], ['+', '07386370', 'n', '0101'], ['+', '10239761', 'n', '0101'], ['+', '07386370', 'n', '0102']]",1,"[['22', '00']]","with the knuckles; ""knock on the door"""
7022,01414626,35,v,03,"[['thump', '0'], ['pound', '0'], ['poke', '2']]",005,"[['@', '01400044', 'v', '0000'], ['+', '00134780', 'n', '0303'], ['+', '01175316', 'n', '0202'], ['+', '01175316', 'n', '0204'], ['+', '01175099', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]","hard with the hand, fist, or some heavy instrument; ""the salesman pounded the door knocker""; ""a bible-thumping Southern Baptist"""
7023,01414916,35,v,02,"[['smack', '2'], ['thwack', '0']]",006,"[['@', '01400044', 'v', '0000'], ['+', '00133567', 'n', '0201'], ['+', '00133668', 'n', '0101'], ['+', '07410745', 'n', '0102'], ['+', '00133875', 'n', '0101'], ['+', '00133668', 'n', '0102']]",2,"[['08', '00'], ['09', '00']]","a hard blow to; ""The teacher smacked the student who had misbehaved"""
7024,01415162,35,v,01,"[['belt', '0']]",002,"[['@', '01400044', 'v', '0000'], ['+', '07410207', 'n', '0105']]",1,"[['09', '00']]","a blow to; ""He belted his opponent"""
7025,01415285,35,v,02,"[['punch', '0'], ['plug', '0']]",003,"[['@', '01400044', 'v', '0000'], ['+', '00134780', 'n', '0101'], ['+', '10492627', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]","a quick blow to; ""he punched me in the stomach"""
7026,01415454,35,v,01,"[['chop', '3']]",003,"[['@', '01410223', 'v', '0000'], ['+', '00566889', 'n', '0101'], ['+', '00129317', 'n', '0102']]",1,"[['09', '00']]","sharply, as in some sports"
7027,01415585,35,v,03,"[['slug', '0'], ['slog', '0'], ['swig', '0']]",004,"[['@', '01400044', 'v', '0000'], ['+', '09871095', 'n', '0101'], ['+', '09843956', 'n', '0103'], ['+', '00134780', 'n', '0106']]",1,"[['09', '00']]","heavily, especially with the fist or a bat; ""He slugged me so hard that I passed out"""
7028,01415807,35,v,04,"[['whack', '0'], ['wham', '0'], ['whop', '0'], ['wallop', '0']]",005,"[['@', '01400044', 'v', '0000'], ['+', '01176031', 'n', '0401'], ['+', '10765098', 'n', '0401'], ['+', '00133338', 'n', '0104'], ['+', '01160729', 'n', '0107']]",3,"[['08', '00'], ['09', '00'], ['10', '00']]","hard; ""The teacher whacked the boy"""
7029,01416020,35,v,03,"[['pummel', '0'], ['pommel', '0'], ['biff', '0']]",002,"[['@', '01400044', 'v', '0000'], ['+', '00134780', 'n', '0305']]",1,"[['09', '00']]","usually with the fist; ""The pedestrians pummeled the demonstrators"""
7030,01416193,35,v,04,"[['thrash', '0'], ['thresh', '0'], ['lam', '0'], ['flail', '0']]",004,"[['@', '01397210', 'v', '0000'], ['+', '03356279', 'n', '0401'], ['+', '01160729', 'n', '0102'], ['$', '01412912', 'v', '0000']]",1,"[['09', '00']]",a thrashing to; beat hard
7031,01416364,35,v,02,"[['thrash', '1'], ['thresh', '1']]",005,"[['@', '01398919', 'v', '0000'], [';c', '00916464', 'n', '0000'], ['+', '04428191', 'n', '0201'], ['+', '00393161', 'n', '0201'], ['+', '04428191', 'n', '0102']]",1,"[['08', '00']]",the seeds out of a grain
7032,01416539,35,v,01,"[['hammer', '0']]",005,"[['@', '01398919', 'v', '0000'], ['+', '03481172', 'n', '0101'], ['+', '01175316', 'n', '0103'], ['~', '01416732', 'v', '0000'], ['$', '01675245', 'v', '0000']]",1,"[['08', '00']]","with or as if with a hammer; ""hammer the metal flat"""
7033,01416732,35,v,02,"[['sledgehammer', '0'], ['sledge', '0']]",003,"[['@', '01416539', 'v', '0000'], ['+', '03731695', 'n', '0202'], ['+', '03731695', 'n', '0103']]",1,"[['08', '00']]",with a sledgehammer
7034,01416871,35,v,01,"[['slap', '0']]",005,"[['@', '01410223', 'v', '0000'], ['+', '00133668', 'n', '0103'], ['+', '07410745', 'n', '0101'], ['+', '10608803', 'n', '0101'], ['~', '01417162', 'v', '0000']]",3,"[['08', '00'], ['09', '00'], ['11', '00']]","with something flat, like a paddle or the open hand; ""The impatient teacher slapped the student""; ""a gunshot slapped him on the forehead"""
7035,01417162,35,v,02,"[['cuff', '0'], ['whomp', '0']]",001,"[['@', '01416871', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]",with the hand
7036,01417257,35,v,01,"[['sclaff', '0']]",003,"[['@', '01410223', 'v', '0000'], [';c', '00464894', 'n', '0000'], ['+', '00573775', 'n', '0101']]",1,"[['08', '00']]",(a golf ball) such that the ground is scraped first
7037,01417416,35,v,03,"[['clobber', '1'], ['baste', '1'], ['batter', '0']]",001,"[['@', '01397210', 'v', '0000']]",1,"[['09', '00']]","violently and repeatedly; ""She clobbered the man who tried to attack her"""
7038,01417578,35,v,02,"[['buffet', '1'], ['buff', '2']]",001,"[['@', '01400044', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","beat repeatedly; ""The wind buffeted him"""
7039,01417705,35,v,03,"[['buffet', '0'], ['knock_about', '0'], ['batter', '1']]",001,"[['@', '01410223', 'v', '0000']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","against forcefully; ""Winds buffeted the tent"""
7040,01417868,35,v,02,"[['whisk', '0'], ['whip', '1']]",003,"[['@', '01418179', 'v', '0000'], [';c', '00243918', 'n', '0000'], ['^', '01666002', 'v', '0201']]",2,"[['08', '00'], ['11', '00']]","with or as if with a wire whisk; ""whisk the eggs"""
7041,01418037,35,v,01,"[['cream', '0']]",003,"[['@', '01418179', 'v', '0000'], [';c', '00243918', 'n', '0000'], ['+', '07847198', 'n', '0101']]",1,"[['08', '00']]","creamy by beating; ""Cream the butter"""
7042,01418179,35,v,02,"[['beat', '3'], ['scramble', '2']]",005,"[['@', '01419473', 'v', '0000'], [';c', '00243918', 'n', '0000'], ['+', '02817650', 'n', '0101'], ['~', '01417868', 'v', '0000'], ['~', '01418037', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","vigorously; ""beat the egg whites""; ""beat the cream"""
7043,01418389,35,v,01,"[['churn', '0']]",003,"[['@', '01894320', 'v', '0000'], [';c', '00243918', 'n', '0000'], ['+', '03029445', 'n', '0101']]",1,"[['08', '00']]",(cream) vigorously in order to make butter
7044,01418536,35,v,01,"[['toss', '0']]",003,"[['*', '01462005', 'v', '0000'], ['@', '01419473', 'v', '0000'], ['~', '00211642', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","""toss the salad"""
7045,01418667,35,v,03,"[['shuffle', '0'], ['ruffle', '4'], ['mix', '2']]",009,"[['@', '01211699', 'v', '0000'], ['+', '07374756', 'n', '0301'], ['+', '00380083', 'n', '0301'], ['+', '10594523', 'n', '0101'], ['+', '00340463', 'n', '0101'], ['+', '00340463', 'n', '0102'], ['~', '01418959', 'v', '0000'], ['~', '01419160', 'v', '0000'], ['~', '01555437', 'v', '0000']]",1,"[['08', '00']]","so as to make a random order or arrangement; ""shuffle the cards"""
7046,01418959,35,v,01,"[['reshuffle', '0']]",004,"[['@', '01418667', 'v', '0000'], [';c', '00488225', 'n', '0000'], ['+', '00340662', 'n', '0101'], ['+', '00340662', 'n', '0102']]",1,"[['08', '00']]","again; ""So as to prevent cheating, he was asked to reshuffle the cards"""
7047,01419160,35,v,01,"[['riffle', '0']]",003,"[['@', '01418667', 'v', '0000'], [';c', '00488225', 'n', '0000'], ['+', '00340838', 'n', '0101']]",1,"[['08', '00']]",(playing cards) by separating the deck into two parts and riffling with the thumbs so the cards intermix
7048,01419373,35,v,01,"[['paddle', '3']]",002,"[['@', '01894320', 'v', '0000'], ['+', '03873699', 'n', '0101']]",1,"[['08', '00']]",with a paddle
7049,01419473,35,v,07,"[['agitate', '0'], ['vex', '0'], ['disturb', '1'], ['commove', '0'], ['shake_up', '1'], ['stir_up', '0'], ['raise_up', '0']]",005,"[['@', '01850315', 'v', '0000'], ['~', '01418179', 'v', '0000'], ['~', '01418536', 'v', '0000'], ['~', '01419729', 'v', '0000'], ['~', '01424220', 'v', '0000']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]",the arrangement or position of
7050,01419729,35,v,02,"[['roil', '0'], ['rile', '0']]",002,"[['@', '01419473', 'v', '0000'], ['~', '01419867', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]",turbid by stirring up the sediments of
7051,01419867,35,v,02,"[['muddle', '0'], ['puddle', '1']]",001,"[['@', '01419729', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","into a puddle; ""puddled mire"""
7052,01419982,35,v,01,"[['box', '1']]",008,"[['@', '01090335', 'v', '0000'], [';c', '00523513', 'n', '0000'], ['+', '00135148', 'n', '0101'], ['+', '09870208', 'n', '0101'], ['+', '00445802', 'n', '0101'], ['~', '01420194', 'v', '0000'], ['~', '01420451', 'v', '0000'], ['~', '01420616', 'v', '0000']]",1,"[['02', '00']]",in a boxing match
7053,01420194,35,v,01,"[['spar', '0']]",003,"[['@', '01419982', 'v', '0000'], [';c', '00523513', 'n', '0000'], ['+', '00446804', 'n', '0102']]",1,"[['02', '00']]",lightly
7054,01420304,35,v,01,"[['spar', '1']]",003,"[['@', '01090335', 'v', '0000'], [';c', '00452152', 'n', '0000'], [';c', '00523513', 'n', '0000']]",1,"[['01', '00']]","with spurs; ""the gamecocks were sparring"""
7055,01420451,35,v,01,"[['prizefight', '0']]",005,"[['@', '01419982', 'v', '0000'], [';c', '00523513', 'n', '0000'], ['+', '10477077', 'n', '0101'], ['+', '07471806', 'n', '0101'], ['+', '07471806', 'n', '0102']]",1,"[['02', '00']]",for a prize or money
7056,01420616,35,v,01,"[['shadowbox', '0']]",003,"[['@', '01419982', 'v', '0000'], [';c', '00523513', 'n', '0000'], ['+', '00898286', 'n', '0101']]",1,"[['02', '00']]",through boxing motions without an opponent
7057,01420765,35,v,01,"[['box', '0']]",004,"[['@', '01400044', 'v', '0000'], ['+', '00135148', 'n', '0101'], ['+', '09870208', 'n', '0101'], ['+', '00445802', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]","with the fist; ""I'll box your ears!"""
7058,01420928,35,v,03,"[['spank', '0'], ['paddle', '7'], ['larrup', '0']]",005,"[['@', '01397210', 'v', '0000'], ['+', '03873574', 'n', '0201'], ['+', '10608803', 'n', '0102'], ['+', '01162784', 'n', '0101'], ['+', '00134472', 'n', '0101']]",1,"[['09', '00']]",a spanking to; subject to a spanking
7059,01421122,35,v,03,"[['plug_in', '0'], ['plug_into', '0'], ['connect', '3']]",006,"[['*', '01295275', 'v', '0000'], ['@', '01421622', 'v', '0000'], ['+', '03091374', 'n', '0301'], ['+', '03091374', 'n', '0302'], ['+', '03091374', 'n', '0303'], ['!', '01421417', 'v', '0101']]",2,"[['08', '00'], ['21', '00']]","into an outlet; ""Please plug in the toaster!""; ""Connect the TV so we can watch the football game tonight"""
7060,01421417,35,v,02,"[['unplug', '0'], ['disconnect', '3']]",002,"[['@', '01519977', 'v', '0000'], ['!', '01421122', 'v', '0101']]",2,"[['08', '00'], ['21', '00']]","the plug of (electrical appliances) and render inoperable; ""unplug the hair dryer after using it"""
7061,01421622,35,v,04,"[['insert', '0'], ['infix', '1'], ['enter', '3'], ['introduce', '0']]",013,"[['@', '01296462', 'v', '0000'], ['+', '00320852', 'n', '0402'], ['+', '00320852', 'n', '0101'], ['+', '00384329', 'n', '0102'], ['+', '03573282', 'n', '0101'], ['~', '01421122', 'v', '0000'], ['~', '01422003', 'v', '0000'], ['~', '01422172', 'v', '0000'], ['~', '01422539', 'v', '0000'], ['~', '01422662', 'v', '0000'], ['~', '01528821', 'v', '0000'], ['~', '01529906', 'v', '0000'], ['~', '01530431', 'v', '0000']]",2,"[['08', '00'], ['21', '00']]","or introduce into something; ""insert a picture into the text"""
7062,01422003,35,v,01,"[['penetrate', '4']]",002,"[['@', '01421622', 'v', '0000'], ['+', '00846817', 'n', '0101']]",1,"[['09', '00']]","the penis into the vagina or anus of; ""Did the molester penetrate the child?"""
7063,01422172,35,v,05,"[['cannulate', '0'], ['cannulize', '0'], ['cannulise', '0'], ['intubate', '0'], ['canulate', '0']]",011,"[['@', '01421622', 'v', '0000'], ['+', '00321195', 'n', '0502'], ['+', '00321195', 'n', '0407'], ['+', '00321195', 'n', '0303'], ['+', '00321195', 'n', '0204'], ['+', '02951170', 'n', '0101'], ['+', '00321195', 'n', '0106'], ['+', '00321195', 'n', '0105'], ['+', '00321195', 'n', '0104'], ['+', '00321195', 'n', '0103'], ['+', '00321195', 'n', '0101']]",1,"[['08', '00']]","a cannula or tube into; ""Cannulate the blood vessel in the neck"""
7064,01422539,35,v,01,"[['input', '0']]",002,"[['@', '01421622', 'v', '0000'], [';c', '06128570', 'n', '0000']]",1,"[['08', '00']]",(data or a program) into a computer
7065,01422662,35,v,02,"[['instill', '1'], ['instil', '1']]",006,"[['@', '01421622', 'v', '0000'], ['+', '00321731', 'n', '0203'], ['+', '00321731', 'n', '0102'], ['+', '14920728', 'n', '0101'], ['+', '00321731', 'n', '0101'], ['+', '03574416', 'n', '0101']]",2,"[['08', '00'], ['21', '00']]","drop by drop; ""instill medication into my eye"""
7066,01422886,35,v,03,"[['plug', '1'], ['stop_up', '0'], ['secure', '2']]",007,"[['*', '01421622', 'v', '0000'], ['@', '01423285', 'v', '0000'], ['+', '03967942', 'n', '0101'], ['~', '01220636', 'v', '0000'], ['~', '01423167', 'v', '0000'], ['~', '01423506', 'v', '0000'], ['~', '01423623', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","or close tightly with or as if with a plug; ""plug the hole""; ""stop up the leak"""
7067,01423167,35,v,01,"[['tampon', '0']]",003,"[['@', '01422886', 'v', '0000'], ['+', '14508368', 'n', '0102'], ['+', '04388162', 'n', '0101']]",1,"[['08', '00']]",with a tampon
7068,01423285,35,v,02,"[['close', 'b'], ['fill_up', '3']]",006,"[['@', '00261533', 'v', '0000'], ['+', '01074694', 'n', '0102'], ['+', '00344040', 'n', '0102'], ['~', '01353405', 'v', '0000'], ['~', '01422886', 'v', '0000'], ['~', '01600191', 'v', '0000']]",1,"[['08', '00']]","or stop up; ""Can you close the cracks with caulking?"""
7069,01423506,35,v,01,"[['chink', '0']]",002,"[['@', '01422886', 'v', '0000'], ['+', '09243769', 'n', '0101']]",1,"[['08', '00']]","the chinks of, as with caulking"
7070,01423623,35,v,02,"[['cork', '0'], ['cork_up', '0']]",005,"[['@', '01422886', 'v', '0000'], ['+', '03108853', 'n', '0101'], ['+', '14823227', 'n', '0101'], ['+', '03109033', 'n', '0101'], ['!', '01423793', 'v', '0101']]",1,"[['08', '00']]",a bottle with a cork
7071,01423793,35,v,01,"[['uncork', '0']]",002,"[['@', '01346003', 'v', '0000'], ['!', '01423623', 'v', '0101']]",1,"[['08', '00']]","the cork from (bottles); ""uncork the French wine"""
7072,01423929,35,v,02,"[['club', '0'], ['bludgeon', '0']]",005,"[['@', '01400044', 'v', '0000'], ['+', '09861059', 'n', '0201'], ['+', '02855793', 'n', '0201'], ['+', '03446070', 'n', '0103'], ['+', '03053474', 'n', '0101']]",1,"[['09', '00']]",with a club or a bludgeon
7073,01424106,35,v,02,"[['cudgel', '0'], ['fustigate', '0']]",002,"[['@', '01400044', 'v', '0000'], ['+', '03145384', 'n', '0101']]",1,"[['09', '00']]",with a cudgel
7074,01424220,35,v,01,"[['poke', '3']]",002,"[['@', '01419473', 'v', '0000'], ['+', '03975926', 'n', '0101']]",1,"[['08', '00']]","by poking; ""poke the embers in the fireplace"""
7075,01424350,35,v,02,"[['nuzzle', '0'], ['nose', '0']]",002,"[['@', '01226215', 'v', '0000'], ['+', '05598147', 'n', '0201']]",2,"[['01', '00'], ['02', '00']]",noses
7076,01424456,35,v,04,"[['embrace', '0'], ['hug', '1'], ['bosom', '0'], ['squeeze', '4']]",011,"[['@', '01216522', 'v', '0000'], ['+', '05553486', 'n', '0301'], ['+', '00417859', 'n', '0201'], ['+', '10191001', 'n', '0201'], ['+', '00854000', 'n', '0204'], ['+', '00417397', 'n', '0103'], ['+', '00417397', 'n', '0101'], ['+', '00417397', 'n', '0102'], ['~', '01424867', 'v', '0000'], ['~', '01425511', 'v', '0000'], ['~', '01606018', 'v', '0000']]",3,"[['02', '00'], ['08', '00'], ['09', '00']]","(someone) tightly in your arms, usually with fondness; ""Hug me, please""; ""They embraced""; ""He hugged her close to him"""
7077,01424867,35,v,01,"[['clinch', '4']]",001,"[['@', '01424456', 'v', '0000']]",1,"[['02', '00']]",amorously
7078,01424948,35,v,06,"[['cuddle', '0'], ['snuggle', '0'], ['nestle', '0'], ['nest', '2'], ['nuzzle', '2'], ['draw_close', '0']]",008,"[['@', '01220303', 'v', '0000'], ['+', '00417643', 'n', '0302'], ['+', '00854000', 'n', '0209'], ['+', '00417643', 'n', '0203'], ['+', '00417643', 'n', '0101'], ['+', '00854000', 'n', '0102'], ['$', '01425348', 'v', '0000'], ['$', '01609953', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","or arrange oneself in a comfortable and cozy position; ""We cuddled against each other to keep warm""; ""The children snuggled into their sleeping bags"""
